Size,Sorted,Random,Reverse,Bubble,Selection,Insertion,Merge,Quick,Heap,Best
680,1,0,0,0.024207553085015744,0.01923892287169995,0.00010631197974795387,0.002975901778863401,0.05027661031606246,0.003507648195539202,2
680,0,1,0,0.04332945135985913,0.017751104977666115,0.019804829642886206,0.0032950712710010763,0.0013817994772982434,0.0032950664053157885,4
680,0,0,1,0.05615713807190357,0.017644525385227334,0.038934350824680455,0.0026573259003308354,0.031887732395509474,0.0029762326454629705,3
690,1,0,0,0.023111969232559204,0.01757787499162886,0.0002170122332043118,0.0032554351621203953,0.0582430362701416,0.004592739873462253,2
690,0,1,0,0.0534939169883728,0.020329677396350436,0.022569189469019573,0.004449023140801324,0.001735897527800666,0.004014934102694194,4
690,0,0,1,0.07570280300246345,0.018880190120802984,0.04279750751124488,0.00292973882622189,0.030739380253685847,0.003038186166021559,3
700,1,0,0,0.022887323943661973,0.017935816670807316,0.00010997476712079115,0.0030809741624644106,0.05094606943533454,0.004511668648518307,2
700,0,1,0,0.05037202633602519,0.021428484312245543,0.02442781690140845,0.0036311586138228296,0.0012103906819518184,0.0031910160897483286,4
700,0,0,1,0.06286953704457887,0.019085563404459348,0.04269365525581467,0.0034108648837452202,0.033450962791980156,0.003080980878480723,5
710,1,0,0,0.02399555274418422,0.01972572292600359,0.00022321087973458425,0.003236612251826695,0.047706963334764756,0.003906277247837611,2
710,0,1,0,0.048822987079620364,0.02555802719933646,0.033075548921312606,0.0044645190238952635,0.0016740645681108748,0.0046872649874006,4
710,0,0,1,0.07069051606314523,0.021651811259133475,0.050669653075081963,0.003236041750226702,0.0325896041733878,0.0033481734139578683,3
720,1,0,0,0.024683005567910015,0.019470765970755314,0.00022646309672922328,0.0030570980431377025,0.049479161483654076,0.0032835525015126104,2
720,0,1,0,0.061696410179138184,0.024343297101449276,0.02547553311223569,0.004302551780921825,0.0019247981085293534,0.005321604618127795,4
720,0,0,1,0.07718945931697237,0.021509564441183338,0.041533012321029884,0.0031205070191535397,0.032403572745945144,0.0029438941375069,5
730,1,0,0,0.02424167710192063,0.019531281555400175,0.00022976012790904324,0.0029871148221633013,0.05113031408366035,0.003791342763339772,2
730,0,1,0,0.05107421734753777,0.02424174196579877,0.0327433540540583,0.00522921365850112,0.002527515677844777,0.005629860302981208,4
730,0,0,1,0.08586723138304318,0.02209999631432926,0.05342401125851799,0.0037285317392910227,0.03802849089398103,0.00367626197197858,5
740,1,0,0,0.026886177062988282,0.01967564865394875,0.00011602331090856481,0.003587975325407805,0.056175673449480976,0.004629634927820276,2
740,0,1,0,0.05096347243697555,0.021065104449236833,0.023782790148699724,0.003819447976571542,0.001736042234632704,0.004448415614940502,4
740,0,0,1,0.08107548819647895,0.04452362413759585,0.059303774657072844,0.003356776414094148,0.034883107079399955,0.0032407442728678384,5
750,1,0,0,0.025375929093898686,0.020794169347089036,0.0001174883734911008,0.004229013184855755,0.0536100201140669,0.0036419262563375603,2
750,0,1,0,0.053571426778807676,0.02019529772880382,0.02443607409197585,0.003524425334500191,0.0014097798139529121,0.0035244307123628773,4
750,0,0,1,0.09241195549642232,0.027725581835983393,0.05771752586938385,0.0041120661828750954,0.04205825992096636,0.003289453965380676,5
760,1,0,0,0.029341650373153103,0.021330949914364416,0.00023856417823383825,0.0033396527967380204,0.05137337073114992,0.0039104614549010765,2
760,0,1,0,0.05143538868154278,0.021230848690935673,0.025644076689509035,0.0036972333456723743,0.0017890857376215111,0.0035131396228120526,4
760,0,0,1,0.08794472963755368,0.027313953137579765,0.054201211638123026,0.003458969465648855,0.03780982330555224,0.004294169768122316,3
770,1,0,0,0.02761628461438556,0.021872677544290706,0.00024189690286798994,0.0036339926165203716,0.057822872501935144,0.003876259160596271,2
770,0,1,0,0.051356282345084256,0.021923747173575467,0.025799407515414926,0.0037548763807429826,0.0014531741770663002,0.004118497981581577,4
770,0,0,1,0.08867520324943602,0.029472321502922116,0.06165225930916247,0.004638106323951899,0.042566927828530006,0.0037367214528165123,5
780,1,0,0,0.029502829536795616,0.025841061025857925,0.0002441350370645523,0.0035400334745645523,0.053950974717736244,0.0040283203125,2
780,0,1,0,0.05546362325549126,0.0220947265625,0.026855409145355225,0.0040283482521772385,0.0014648735523223877,0.00415036641061306,4
780,0,0,1,0.0843348577618599,0.02908821403980255,0.06279175914824009,0.004272473976016045,0.04223632998764515,0.0035400111228227615,5
790,1,0,0,0.03000993766481914,0.022941479607233927,0.000247985597640749,0.003968270998152476,0.0540354951979622,0.004092286503504193,2
790,0,1,0,0.05741564622001043,0.02215756310356988,0.02963786276559981,0.004092297856769864,0.00161210506681412,0.004092360299731057,4
790,0,0,1,0.08297013290344722,0.02943273006923615,0.06828621644822377,0.00396796635219029,0.044718880502004475,0.0035796070855761333,5
800,1,0,0,0.03177641677856445,0.025145864486694335,0.00016436004638671874,0.005275438308715821,0.062185726165771484,0.004000003814697266,2
800,0,1,0,0.05779084777832031,0.023749963760375976,0.0284999942779541,0.0038750419616699217,0.0016250782012939453,0.003874591827392578,4
800,0,0,1,0.08812531661987305,0.028141201019287108,0.0696815071105957,0.00437492561340332,0.041750289916992187,0.0037499942779541016,5
810,1,0,0,0.031844311613377516,0.024390271039513068,0.00012702670523790808,0.004065034835319209,0.05868881698546371,0.004319068862170708,2
810,0,1,0,0.06059447148951089,0.023738552884357732,0.029725640769896467,0.0035569260760051446,0.001651432456039801,0.004319097937607184,4
810,0,0,1,0.0938606921250258,0.03404446733676321,0.06864686903914785,0.0038109562261317803,0.04653947333979413,0.0050810255655428255,3
820,1,0,0,0.03529075354583992,0.028021708007686396,0.0002582664332113975,0.0037447874211082774,0.0629372163252397,0.004519624158370593,2
820,0,1,0,0.06034701520746404,0.025051574076502776,0.030604307316551525,0.0037448347107438018,0.0020658437870750743,0.004390801279998023,4
820,0,0,1,0.0986569380957233,0.030505016815563862,0.06430786897328274,0.00490702479338843,0.041789013492174384,0.0034865288695028005,5
830,1,0,0,0.033333325386047365,0.024782127141952513,0.00026036898295084634,0.0035156488418579103,0.06223925550778707,0.004948316017786661,2
830,0,1,0,0.06361683408419291,0.025390164057413737,0.03125031391779582,0.003906285762786866,0.0015621483325958252,0.004167018334070841,4
830,0,0,1,0.10556481083234151,0.035349496205647785,0.07087551156679789,0.0035160183906555176,0.050650964180628456,0.004427107175191244,3
840,1,0,0,0.03584556218956699,0.026866373895597057,0.0002626010349818638,0.003939095665426815,0.0639955436482149,0.004726870721127807,2
840,0,1,0,0.06433822728004776,0.025604013635330842,0.03269430569240025,0.004595367848372259,0.0023636256947236903,0.006302565085787733,4
840,0,0,1,0.10201346173005946,0.03155518579883736,0.06358937455826447,0.0036764866163750656,0.043855046023841666,0.003545160053157005,5
850,1,0,0,0.03476578557593191,0.026976532406277128,0.00013354293301574185,0.004006063836252588,0.06597254826472355,0.004540667574629825,2
850,0,1,0,0.06677346555595724,0.028579014998215895,0.039128971914959766,0.005876103018084143,0.003339007369473449,0.005608911188239725,4
850,0,0,1,0.11545011732313368,0.03222448194128835,0.0741182575877915,0.00427349612244174,0.0484778453142215,0.004200248636751093,5
860,1,0,0,0.03623427193740319,0.02707435755894102,0.00013465511387792127,0.0041753773031563595,0.06971349387333312,0.00475828400973616,2
860,0,1,0,0.07179418514514792,0.032719048960455535,0.2721148153831219,0.033000171184539795,0.010843026226964491,0.02384113854375379,4
860,0,0,1,0.1609278362372826,0.1226300391657599,0.10466548286635301,0.0033674486752214104,0.04135240563030901,0.003501820153203504,3
870,1,0,0,0.13650868440929212,0.08236638495796605,0.0003645294591000206,0.008024964416236208,0.06380278185794228,0.0038202101724189625,2
870,0,1,0,0.155721060016699,0.02672664951859859,0.03166151255892034,0.015417981566044322,0.008086574705023514,0.02001053617711653,4
870,0,0,1,0.1843673262679786,0.026315812478985703,0.18680388049075478,0.010005915374086615,0.07189125763742547,0.0037006453463905736,5
880,1,0,0,0.0330475727013782,0.07398859589500764,0.0007574853643906855,0.016842443331152993,0.0888789206479503,0.00553069916446652,2
880,0,1,0,0.1729218411234628,0.04609957838480452,0.028993237335070046,0.0036431667024055415,0.0016259661817972638,0.0036514860338869347,4
880,0,0,1,0.20377484465067366,0.048534169661260285,0.0635922904563161,0.004148514924851139,0.12072564859305863,0.012029822948759636,3
890,1,0,0,0.07756685784884862,0.027343666979244778,0.00013952808720724924,0.003824900303568159,0.06710385424750191,0.01259731182030269,2
890,0,1,0,0.19383380029882705,0.02840572382722582,0.03404052555561066,0.00446425804070064,0.001674070954322815,0.0037668879543031964,4
890,0,0,1,0.22532926499843597,0.027537533215114048,0.14279584160872869,0.012415826320648193,0.08593785337039403,0.003487659352166312,5
900,1,0,0,0.034842130300161,0.028575398900487402,0.00014074428661449537,0.003659598462216489,0.22838634843224878,0.009431426589553421,2
900,0,1,0,0.10289083944784629,0.1078654280653945,0.03156339585244119,0.0038243414045454147,0.0014772544036040435,0.003718550140793259,4
900,0,0,1,0.22644269788587415,0.030809681694786827,0.07024216007541965,0.02521153398462244,0.182178359847885,0.009009009009009009,5
910,1,0,0,0.04497860987252052,0.02637574432093069,0.00014334643652679725,0.00450022504964006,0.15888816938487763,0.005160524210798631,2
910,0,1,0,0.14120051838936062,0.0834107486479873,0.04544140220782079,0.004443544860279888,0.0020071738356844003,0.004097111728213249,4
910,0,0,1,0.22384292051332808,0.0786563278338231,0.07309805800061707,0.012471831172978112,0.09664126054956279,0.0034404129063317535,5
920,1,0,0,0.05399297343360053,0.07823786249867191,0.00028939379586113826,0.007957067754533555,0.08261157185943038,0.004384709729088677,2
920,0,1,0,0.17698238955603707,0.028067507125713206,0.03689238760206434,0.01149543567940041,0.007378428070633499,0.017505700941439026,4
920,0,0,1,0.1781341654283029,0.1090462428552133,0.09317121461585716,0.004050930341084798,0.12628991957064029,0.008969808066332782,3
930,1,0,0,0.053592265209304955,0.030665482316061716,0.00014607482981459003,0.004088773905673874,0.17597162166488506,0.004672892739839643,2
930,0,1,0,0.0685730894035268,0.1277732871403204,0.07067737623909924,0.003942716901547441,0.0017523453614422095,0.004672897196261682,4
930,0,0,1,0.11823694728245245,0.12036620790713301,0.07038555412648995,0.0039427013040703035,0.14789565255708784,0.0039430489049893675,3
940,1,0,0,0.038325458202721936,0.028744169001309376,0.0001473944142179669,0.003979896599391721,0.19100601943034046,0.004864283327786428,2
940,0,1,0,0.16672739667712516,0.03752741273844017,0.036042406873882944,0.005530404594709289,0.0016214127810496204,0.0044221765590163895,4
940,0,0,1,0.20288471230920754,0.030217771260243543,0.17888728177772378,0.00427520050192779,0.05100227751821842,0.004569516991669277,3
950,1,0,0,0.14534200713748024,0.029910712015061153,0.00029763494219098774,0.004017852601550874,0.16634765352521624,0.012053971063523065,2
950,0,1,0,0.078866670245216,0.04924491700671968,0.12033089683169411,0.0049106961204892115,0.0016369388217017764,0.004613067990257626,4
950,0,0,1,0.21588898386274066,0.031398741404215495,0.15617443039303736,0.011755886532011487,0.07157761937096005,0.0040178571428571425,5
960,1,0,0,0.040642768144607544,0.13015915338809675,0.0004506111145019531,0.009915931866719173,0.07950802720510043,0.004274510420285738,2
960,0,1,0,0.17862286705237168,0.030498823294272788,0.06793871751198402,0.028245673729823187,0.017784049877753623,0.019380532778226413,4
960,0,0,1,0.1444397522852971,0.11121886051618136,0.08278233729876004,0.004507245925756602,0.15555065411787766,0.006910979747772217,3
970,1,0,0,0.04323415617340977,0.031824903580748916,0.00019919756546761227,0.0036830531740651546,0.1779686617619783,0.004854366617295348,2
970,0,1,0,0.1564971590505063,0.05916247784512714,0.03944172905486764,0.004551091240447702,0.0016685967306488926,0.004247517261690307,4
970,0,0,1,0.2077855438862032,0.03276693010793149,0.18382284016285128,0.0042475658713035215,0.052487838615491555,0.003944190960485958,5
980,1,0,0,0.15104633219101848,0.034619894682192336,0.00015315588782815372,0.004136036424075856,0.17678359443066166,0.016237268260881014,2
980,0,1,0,0.08900151065751619,0.11534161894929175,0.06495087520748961,0.004901953772002575,0.001991421568627451,0.0044425585690666645,4
980,0,0,1,0.22636785927940817,0.03599877450980392,0.1828528268664491,0.004442483771081064,0.056066132059284284,0.003982808075699152,5
990,1,0,0,0.12518723176257446,0.054300355439138887,0.00030974114295279624,0.004950145683666267,0.116301956743297,0.02923930045401696,2
990,0,1,0,0.12688328724096318,0.03295122750914923,0.14382184614049326,0.010365330346740118,0.002011183464881217,0.00433170205295676,4
990,0,0,1,0.21199296488620267,0.043618221094112584,0.10246435250386153,0.016398746188324275,0.11977669744208308,0.0041770297701996155,5
1000,1,0,0,0.04406252384185791,0.08095932483673096,0.0017187929153442384,0.036462757587432865,0.11218737125396729,0.004687447547912598,2
1000,0,1,0,0.19162029266357422,0.03296875238418579,0.042979893684387205,0.01375016450881958,0.005781140327453613,0.015468838214874268,4
1000,0,0,1,0.15770438194274902,0.031747045516967776,0.2502197265625,0.01286902666091919,0.06921849250793458,0.0040984654426574705,5
1100,1,0,0,0.05208294921451145,0.07661826875474718,0.0012152221467759874,0.00813058747185601,0.12131493356492784,0.009028389718797472,2
1100,0,1,0,0.14427062935299342,0.04859975443945991,0.06620558632744683,0.007117626402113173,0.002951746516757541,0.006597280502319336,4
1100,0,0,1,0.16924805641174318,0.04461807674831814,0.09704859521653918,0.004861116409301758,0.07552083333333333,0.005381962988111708,3
1200,1,0,0,0.07035815572164145,0.06775172934474716,0.00037654623927840266,0.006588838186608739,0.17129665972238564,0.011078340461455196,2
1200,0,1,0,0.14961604037916804,0.07153613883328724,0.06852402744523015,0.005648084433681993,0.0026355536587267035,0.005835849118519978,4
1200,0,0,1,0.20693223447684783,0.06794697405344033,0.16867506360433188,0.006023671253617987,0.09243273735046387,0.006024021700204137,3
1300,1,0,0,0.078171243793086,0.08182617551402042,0.00020553563770494963,0.008634796268061587,0.2254667784038343,0.008635229186007851,2
1300,0,1,0,0.17701485909913717,0.06623926601911846,0.08215045301537764,0.007812493725826866,0.0030834361126548366,0.007401849094190095,4
1300,0,0,1,0.2672482352507742,0.08984388803180895,0.17424966787037097,0.006578950505507619,0.10712747511110808,0.0069903041187085605,3
1400,1,0,0,0.10425542106091136,0.07700972825708524,0.0004402281532824879,0.007701987951574191,0.3032995747848296,0.019146610313737895,2
1400,0,1,0,0.24820260598625934,0.08670731329582107,0.12402748054182025,0.00877819598560602,0.003081100087770274,0.009022840311829473,4
1400,0,0,1,0.34548249714811086,0.09727137189515879,0.1782216723536102,0.00726234409171091,0.15643456284428986,0.007262323943661972,5
1500,1,0,0,0.1480171824946548,0.15978484442739777,0.0004954518693866152,0.01563494855707342,0.30495135350660846,0.012311115409388687,2
1500,0,1,0,0.24715124838279956,0.08877853191260135,0.1345323540947654,0.00899571722204035,0.004498084386189778,0.01018048416484486,4
1500,0,0,1,0.3987047816767837,0.1417719234119762,0.23383460261605002,0.006628816778009588,0.21821466720465457,0.01680791016780969,3
1600,1,0,0,0.19808465434658912,0.13665840318126063,0.00025192383796938006,0.009829267378776305,0.292583869349572,0.01008064131582937,2
1600,0,1,0,0.3808491845284739,0.1425677268735824,0.1660567214412074,0.012348225039820518,0.005040322580645161,0.013356797156795379,4
1600,0,0,1,0.4814260044405537,0.1344790227951542,0.3389720339928904,0.011844527336858934,0.20211735848457582,0.012348113521452873,3
1700,1,0,0,0.17891637621254758,0.1685929092867621,0.0005243153407655913,0.012810296025769463,0.4673758827406785,0.010237019637535358,2
1700,0,1,0,0.31921793674600535,0.13556854478244124,0.1646364845078567,0.012122236449142983,0.005657344028867525,0.014278695501130203,4
1700,0,0,1,0.7192360491588198,0.17044148773982606,0.36870202113842143,0.011583455677690178,0.2638201508028754,0.009159404655982709,5
1800,1,0,0,0.17164815989407625,0.16988635930148038,0.0002840302207253196,0.011647848649458451,0.37390861944718795,0.010252306678078391,2
1800,0,1,0,0.35105361504988236,0.12081269784407182,0.17017113945700907,0.015056956898082386,0.004829402403397994,0.016852365840565074,4
1800,0,0,1,0.6581766128540039,0.16685296405445446,0.35904955430464314,0.009882259368896484,0.26309982213107025,0.009375069358132102,5
1900,1,0,0,0.19964622075741106,0.14560629312808698,0.0006009569534888634,0.010516946132366475,0.4350002362177922,0.019832510214585524,2
1900,0,1,0,0.494959505704733,0.14975594557248628,0.17066218761297372,0.012883145075577956,0.005011365963862493,0.011270834849430965,4
1900,0,0,1,0.6158756017684937,0.16075680347589347,0.37868398886460525,0.01051767055804913,0.38733938107123744,0.02952701311845046,3
2000,1,0,0,0.2517122459411621,0.18456533432006836,0.00031246185302734374,0.015624914169311523,0.4234896516799927,0.01281102180480957,2
2000,0,1,0,0.4573017501831055,0.16360779762268066,0.2220364284515381,0.011250805854797364,0.004375009536743164,0.012015304565429687,4
2000,0,0,1,0.6701434659957886,0.20114806175231933,0.44972838401794435,0.010312490463256836,0.2907672786712647,0.0187489652633667,3
2100,1,0,0,0.2879641614061721,0.19315221461843937,0.0006648682533426487,0.010637471016417158,0.4854181320109266,0.012819046669817985,2
2100,0,1,0,0.5735755271099984,0.1921533980268113,0.23915833615242166,0.0132978063948611,0.005318479335054438,0.013962801466596888,4
2100,0,0,1,0.7292408030083839,0.22426349558728806,0.44410130318174973,0.011967907560632584,0.29543838602431277,0.011968064815440077,3
2200,1,0,0,0.3931015650431315,0.22569502724541557,0.0003472805023193359,0.01944368150499132,0.5662932184007433,0.013542466693454318,2
2200,0,1,0,0.5901710987091064,0.23050938182406955,0.26311508814493817,0.015189282099405925,0.006250196033053928,0.016666523615519204,4
2200,0,0,1,0.8696555031670464,0.24944189389546711,0.5003174357944065,0.014235395855373806,0.40574666659037273,0.019098170598347983,3
2300,1,0,0,0.29047652732494267,0.21311163347820902,0.0007266887398653252,0.014898255813953489,0.6323853093524312,0.023255808408870253,2
2300,0,1,0,0.6474189148392788,0.19912819529688636,0.2617570854896723,0.01526160572850427,0.00799421931422034,0.014089833858401277,4
2300,0,0,1,0.9289702482001726,0.2518161285755246,0.6691505132719527,0.014171567074088164,0.40512686552003374,0.012354179870250613,5
2400,1,0,0,0.3003806544513237,0.22027440187407704,0.0007623172387844179,0.012576143916060285,0.6527080652190418,0.01410074350310535,2
2400,0,1,0,0.5759130163890559,0.42270224268843487,0.5387269869083311,0.021723305306783538,0.007621090586592511,0.019436097726589295,4
2400,0,0,1,1.0849740679671125,0.30386645619462177,0.8436331981565894,0.03086890243902439,0.6519729218831877,0.02286573735679068,5
2500,1,0,0,0.3989942491054535,0.24273006916046141,0.0007812678813934326,0.01328166127204895,0.7021463871002197,0.014453130960464477,2
2500,0,1,0,0.6111899077892303,0.24112441539764404,0.4237642228603363,0.014453095197677613,0.005859404802322388,0.014453041553497314,4
2500,0,0,1,0.9639611959457397,0.29753212332725526,0.6502896070480346,0.012890714406967162,0.39257816076278684,0.013281100988388061,3
2600,1,0,0,0.3893112759841116,0.33973028157886703,0.0008223495985332288,0.018503182812740927,0.7368081494381553,0.01644645239177503,2
2600,0,1,0,1.1886109364660162,0.29336263004102203,0.3514340363050762,0.01891456779680754,0.005344390869140625,0.015214744367097554,4
2600,0,0,1,1.2521991478769403,0.24888711854031212,0.6857744078887137,0.012335601605867086,0.5320073491648624,0.023427342113695647,3
2700,1,0,0,0.7198805615708634,0.32081065951166926,0.0006486660725361592,0.016081236504219675,0.8154168000092378,0.01827022191640493,2
2700,0,1,0,0.8188371078388111,0.3339848582809036,0.43275568291947647,0.02000094104457546,0.007324257412472287,0.020378222336640228,4
2700,0,0,1,1.448931616705817,0.3251612186431885,0.8732680952226793,0.01702813200048498,0.5682704126512682,0.02016224087895574,3
2800,1,0,0,0.5843429906027657,0.3680558953966413,0.0007427964891706194,0.02062990324837821,0.9192423616136823,0.027771309443882532,2
2800,0,1,0,1.0640571389879498,0.34948679379054476,0.4784846033368792,0.024457066399710518,0.007743801389421735,0.023370463507516044,4
2800,0,0,1,1.4022867134639194,0.3858279091971261,0.8596855231693813,0.015315212522234235,0.6384848322187151,0.025628362383161272,3
2900,1,0,0,0.6415894382140216,0.3603823745951933,0.0006764005212222829,0.016352085506214815,0.9213223387213314,0.022442312801585478,2
2900,0,1,0,0.8794999543358298,0.34972241345573873,0.5301774810342228,0.019411704119514015,0.0080869618584128,0.021530614179723403,4
2900,0,0,1,1.3510284704320572,0.4364092139636769,0.9860292673110962,0.015235571300282198,0.5560353363261503,0.017721884390887094,3
3000,1,0,0,0.5321978294488156,0.3446992455106793,0.00047339815081972063,0.015425414750070282,0.882848833546494,0.022727272727272728,2
3000,0,1,0,0.9335184169538093,0.3209485863194321,0.48043322563171387,0.0204040426196474,0.008181687557336056,0.020514704964377663,4
3000,0,0,1,2.0381406798507227,0.4661234508861195,1.11148367506085,0.026031486915819572,0.9616659771312367,0.027575724052660393,3
3100,1,0,0,0.610186256468296,0.5449674427509308,0.0018432438373565674,0.020063601434230804,1.2369674891233444,0.023876264691352844,2
3100,0,1,0,1.4440008476376534,0.4490012377500534,0.6919676661491394,0.026468150317668915,0.008907362818717957,0.024404942989349365,4
3100,0,0,1,1.661094918847084,0.45900001376867294,0.9358449429273605,0.018561244010925293,0.6632824242115021,0.01618771255016327,5
3200,1,0,0,0.5235503181334464,0.3929674240850633,0.0007097490372196321,0.016643870261407668,1.1418251068361345,0.020225686411703785,2
3200,0,1,0,1.0273228383833362,0.439934084492345,0.5759683424426664,0.02174133639181814,0.007904268080188383,0.020580776276126984,4
3200,0,0,1,1.7284827386179278,0.47125804039739794,1.1291614809343893,0.021678609232748707,0.7212576789240683,0.01683891204095656,5
3300,1,0,0,0.5887999057769775,0.5697985569636027,0.0010000228881835937,0.02830007076263428,1.321766765912374,0.02300124168395996,2
3300,0,1,0,1.2398666620254517,0.43856655756632484,0.559898575146993,0.026466679573059083,0.013299886385599773,0.022668115297953286,4
3300,0,0,1,1.8410672664642334,0.6444269418716431,1.2697664499282837,0.02513427734375,1.0404656728108723,0.03020010789235433,3
3400,1,0,0,0.6874837299873089,0.4999657828232338,0.0008276659866859173,0.017930959833079373,1.3247915711896172,0.020655138739224137,2
3400,0,1,0,1.4106898472226899,0.5900332927703857,0.5513456278833849,0.018930994231125403,0.007275778671790813,0.026722940905340786,4
3400,0,0,1,1.8611032058452737,0.5925532209462133,1.265241368063565,0.019206951404439992,0.9032752924952013,0.022102109317121834,3
3500,1,0,0,0.7511071392468044,0.46242914881025043,0.00099945068359375,0.019715845584869385,1.4228922128677368,0.032894091946738105,2
3500,0,1,0,1.3816413623946053,0.6105369755199977,0.6734271390097482,0.027142907891954695,0.010857130799974715,0.028357292924608504,4
3500,0,0,1,2.1111083115850175,0.49103717293058124,1.411320013659341,0.018429952008383616,0.9971076590674264,0.026180275848933628,3
3600,1,0,0,0.8775922987196181,0.5463332688366925,0.0008146144725658276,0.018963275132355868,1.4836283524831135,0.03562963450396502,2
3600,0,1,0,1.5183703987686723,0.5917406876881918,0.727038304011027,0.021222414793791593,0.009259215107670537,0.022592491573757596,4
3600,0,0,1,2.1307385939138905,0.5775554798267506,1.5365188739917897,0.02651852148550528,1.01522312340913,0.02755535090411151,3
3700,1,0,0,0.8980003197987875,0.5707390308380127,0.0008147999092384621,0.021964682473076716,1.645777667010272,0.024035480287339952,2
3700,0,1,0,1.5084443975377966,0.5049631772217927,0.6814457752086498,0.019962840610080294,0.008926064879805953,0.02259108755323622,4
3700,0,0,1,2.287889003753662,0.7229257866188332,1.5185959957264088,0.022889137268066406,1.3409498974129006,0.02159396807352702,5
3800,1,0,0,0.8267695170182449,0.6283447100565984,0.000999909180861253,0.031230532206021823,1.894576934667734,0.033501469171964206,2
3800,0,1,0,1.8620768510378325,0.5962296724319458,0.9266152198498065,0.03061526555281419,0.013730874428382287,0.03277053282811092,4
3800,0,0,1,2.5808470249176025,0.7118475987361028,1.655344477066627,0.027385849219102126,1.0473448129800649,0.034115186104407676,3
3900,1,0,0,1.0067219734191895,0.7025996017456054,0.0009599781036376953,0.022359952926635743,1.7158400154113769,0.024121694564819336,2
3900,0,1,0,1.8498095226287843,0.7434383678436279,0.7913213729858398,0.024200029373168945,0.009718446731567383,0.02323990821838379,4
3900,0,0,1,2.5137607860565185,0.7428801441192627,1.5627597522735597,0.026040010452270508,1.1488401889801025,0.033079404830932614,3
4000,1,0,0,1.0723201942443847,0.7744782543182374,0.0010400867462158202,0.03231987953186035,2.0150001144409178,0.04252004623413086,2
4000,0,1,0,1.9472803592681884,0.7563195419311524,1.0003999805450439,0.02880157470703125,0.0100799560546875,0.0338387393951416,4
4000,0,0,1,2.5401615047454835,0.6567183589935303,1.7358414363861083,0.030558462142944335,1.080721263885498,0.025078601837158203,5
